Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4877985,,None,463.49,1,5.2,24,Cc1cc(-c2c(C)nn(C(F)F)c2C)ccc1-c1nnc(N(C)Cc2ccc3nccn3c2)o1,IC50,'=',100000,nM,4,,,UO_0000065,8.63,0.16,-1.2,5.18,0,CHEMBL4828159,Inhibition of FLT3 (unknown origin) by LC-MS analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4825753,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,4
CHEMBL4853066,,None,503.61,2,6.01,27,Cc1cc(-c2c(C)nn(C)c2C)ccc1-c1nnc(N(C)Cc2ccc3ncc(-c4ccccc4)n3c2)o1,IC50,'=',31.62,nM,7.5,,,UO_0000065,14.89,0.27,1.49,9.71,0,CHEMBL4828160,Inhibition of FLAG-tagged MER (unknown origin) transfected in Cos-7cells assessed as phosphorylation level incubated for 1 hr by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-7,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4825753,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,,7.5
CHEMBL4856195,,None,427.51,0,4.35,25,Cc1cc(-c2c(C)nc(C)n2C)ccc1-c1nnc(N(C)Cc2ccc3nccn3c2)o1,IC50,'>',50118.72,nM,,,,UO_0000065,,,,,0,CHEMBL4828162,Inhibition of FLAG-tagged FLT3 (unknown origin) transfected in Cos-7 cells assessed as phosphorylation level incubated for 1 hr by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-7,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4825753,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,,,4.3
CHEMBL409839,,None,388.44,0,3.22,2d,Nc1nc(N)c2c(n1)NCCC(c1ccc(NC(=O)Nc3ccccc3)cc1)=N2,IC50,'=',2858,nM,5.54,,,UO_0000065,14.27,0.26,2.32,3.87,0,CHEMBL928169,Inhibition of Flt3,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL1144750,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,2.858
CHEMBL4873571,,None,561.55,1,4.65,13c,CC(C)n1cc(C(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4823605,Inhibition of recombinant human FLT3 (564 to end residues) using EAIYAAPFAKKK as substrate incubated for 40 mins in presence of [gamma-33ATP] by scintillation counting based radiometry assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4823249,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.6667 hr,,,1000
CHEMBL3735648,,None,467.61,1,5.52,6,CC1(C)c2cc(C3CCN(CC4CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,IC50,'=',85.7,nM,7.07,,,UO_0000065,15.11,0.28,1.55,10.22,0,CHEMBL3830422,Inhibition of N-terminal GST-tagged recombinant human FLT3 (564 residues) expressed in insect Sf21 cells using poly(Glu,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2105728,CRENOLANIB,3,443.55,0,3.92,Crenolanib,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,IC50,'=',2,nM,8.7,,,UO_0000065,19.61,0.36,4.78,11.09,1,CHEMBL5133781,Inhibition of FLT3 autophosphorylation in human RS4-11 cells measured after 2 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,RS4-11,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5131443,1,Scientific Literature,Bioorg Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,2
CHEMBL4866731,,None,368.41,0,2.89,8,Cc1c(NC(=O)C2CCNCC2)c[nH]c1/C=C1\C(=O)Nc2ccc(F)cc21,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4823733,Inhibition of FLT3 (unknown origin) incubated for 30 mins in presence of ATP by mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4823252,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,,
CHEMBL4468575,,None,336.41,0,3.91,Cpd I,CN(C)CCNc1nc(/C=C/c2ccc(F)cc2)nc2ccccc12,IC50,'=',560,nM,6.25,,,UO_0000065,18.58,0.34,2.34,15.23,0,CHEMBL4315098,Inhibition of FLT3 D835Y (unknown origin) using TAMRA-Src-tide as substrate measured after 1 hr in presence of ATP at its Km concentration by IMAP-FP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,P36888,D835Y,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4311995,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.56
CHEMBL4439870,,None,396.52,0,3.18,Cpd IV,CN(C)CCNc1nc(/C=C/c2ccc(S(C)(=O)=O)cc2)nc2ccccc12,IC50,'=',150,nM,6.82,,,UO_0000065,17.21,0.33,3.64,9.08,0,CHEMBL4315098,Inhibition of FLT3 D835Y (unknown origin) using TAMRA-Src-tide as substrate measured after 1 hr in presence of ATP at its Km concentration by IMAP-FP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,P36888,D835Y,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4311995,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.15
CHEMBL5418880,,None,433.52,0,3.69,20,O=C(Nc1ccc(N2CCOCC2)cc1)c1n[nH]cc1Nc1cc(C2CCCC2)ncn1,IC50,'=',58.3,nM,7.23,,,UO_0000065,16.69,0.31,3.54,6.69,0,CHEMBL5371118,Inhibition of human FLT3 using EAIYAAPFAKKK and [gamma-33P]-ATP as substrate pretreated for 20 mins followed by [gamma-33P]-ATP addition and measured after 120 mins in presence of 10 uM ATP by radiometric Hot-SpotSM Kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5370533,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 2.333 hr,INHIBITOR,,58.3
CHEMBL5397621,,None,440.51,0,3.27,25,O=C(Nc1ccc(N2CCNCC2)cc1)c1n[nH]cc1Nc1cc(-c2ccccc2)ncn1,IC50,'=',45.2,nM,7.34,,,UO_0000065,16.67,0.3,4.07,6.63,0,CHEMBL5371118,Inhibition of human FLT3 using EAIYAAPFAKKK and [gamma-33P]-ATP as substrate pretreated for 20 mins followed by [gamma-33P]-ATP addition and measured after 120 mins in presence of 10 uM ATP by radiometric Hot-SpotSM Kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5370533,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 2.333 hr,INHIBITOR,,45.2
CHEMBL5435746,,None,448.53,0,2.93,27,O=C(Nc1ccc(N2CCNCC2)cc1)c1n[nH]cc1Nc1cc(OC2CCCC2)ncn1,IC50,'=',7.84,nM,8.11,,,UO_0000065,18.07,0.34,5.18,6.75,0,CHEMBL5371118,Inhibition of human FLT3 using EAIYAAPFAKKK and [gamma-33P]-ATP as substrate pretreated for 20 mins followed by [gamma-33P]-ATP addition and measured after 120 mins in presence of 10 uM ATP by radiometric Hot-SpotSM Kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5370533,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 2.333 hr,INHIBITOR,,7.84
CHEMBL3813873,PEXIDARTINIB,4,417.82,1,5.23,PLX3397,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,IC50,'=',11,nM,7.96,,,UO_0000065,19.05,0.37,2.73,11.97,0,CHEMBL4315094,Inhibition of recombinant FLT3 ITD mutant (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4311995,1,Scientific Literature,Eur J Med Chem,2019,None,,,,11
CHEMBL124660,TANDUTINIB,2,562.72,2,5.03,MLN518,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,IC50,'=',290,nM,6.54,,,UO_0000065,11.62,0.22,1.51,7.08,0,CHEMBL4315096,Inhibition of wildtype FLT3 (unknown origin) using TAMRA-Src-tide as substrate measured after 1 hr in presence of ATP at its Km concentration by IMAP-FP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4311995,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.29
CHEMBL4457195,,None,392.48,0,4.07,89,Fc1ccc(/C=C/c2nc(NCCCN3CCOCC3)c3ccccc3n2)cc1,IC50,'=',6000,nM,5.22,,,UO_0000065,13.3,0.25,1.15,10.39,0,CHEMBL4315097,Inhibition of FLT3 ITD mutant (unknown origin) using TAMRA-Src-tide as substrate measured after 1 hr in presence of ATP at its Km concentration by IMAP-FP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4311995,1,Scientific Literature,Eur J Med Chem,2019,None,,,,6
CHEMBL4873580,,None,318.38,0,4.26,1,Cc1noc(C)c1-c1nc2ccc3[nH]ncc3c2c2c1CCCC2,IC50,'=',2020,nM,5.7,,,UO_0000065,17.89,0.32,1.43,8.42,0,CHEMBL4836766,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs by filter binding method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4834472,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.333 hr,INHIBITOR,,2.02
CHEMBL4847294,,None,359.31,0,3.59,17,FC(F)(F)c1n[nH]cc1-c1nc2ccc3[nH]ncc3c2c2c1COCC2,IC50,'=',109,nM,6.96,,,UO_0000065,19.38,0.37,3.37,8.76,0,CHEMBL4836766,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs by filter binding method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4834472,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.333 hr,INHIBITOR,,0.109
CHEMBL4865741,,None,442.45,0,3.71,19,FC(F)(F)c1n[nH]cc1-c1nc2ccc3[nH]ncc3c2c2c1CC(N1CCOCC1)CC2,IC50,'=',16,nM,7.8,,,UO_0000065,17.62,0.33,4.09,9.42,0,CHEMBL4836766,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs by filter binding method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4834472,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.333 hr,INHIBITOR,,0.016
CHEMBL4863241,,None,436.24,1,5.16,30,FC(F)(F)c1n[nH]cc1-c1nc2c(Br)cc3[nH]ncc3c2c2c1CCCC2,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL4836766,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs by filter binding method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4834472,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.333 hr,,,20
CHEMBL4874990,,None,374.39,1,5.13,39,FC(F)(F)c1n[nH]cc1-c1nc2ccc3sncc3c2c2c1CCCC2,IC50,'=',8490,nM,5.07,,,UO_0000065,13.54,0.27,-0.06,9.31,0,CHEMBL4836766,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs by filter binding method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4834472,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.333 hr,INHIBITOR,,8.49
CHEMBL4858720,,None,310.36,0,2.33,2,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CO)C1,IC50,'=',4400,nM,5.36,,,UO_0000065,17.26,0.32,3.03,5.51,0,CHEMBL4834271,Inhibition of FLT3 (unknown origin) expressed in mouse BaF3 cells assessed as reduction in cell proliferation incubated for 48 hrs by cell proliferation assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4831559,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 48.0 hr,INHIBITOR,,4.4
CHEMBL273198,,None,354.41,0,4.33,21b,CCc1ccc(-c2c(-c3cnc(C)[nH]3)c(=O)[nH]c3ccc(C#N)cc23)cc1,IC50,'=',47,nM,7.33,,,UO_0000065,20.68,0.37,3,8.59,0,CHEMBL951199,Inhibition of FLT3,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL1141632,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,0.047
CHEMBL7064,,None,220.23,0,2.77,1; SP600125,O=C1c2ccccc2-c2n[nH]c3cccc1c23,IC50,'=',90,nM,7.05,,,UO_0000065,31.99,0.57,4.28,15.4,0,CHEMBL5708615,Inhibition of recombinant FLT3 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: MONDO:0004992 | EFO_TERM: cancer,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5705893,72,Chemical Probe data from Scientific Literature,Cancer Res,2010,None,,INHIBITOR,,0.09
CHEMBL3656372,,None,443.56,0,2.98,BDBM119361,NCC(Nc1nccc(-c2cnc3c(N[C@H]4CC[C@H](N)CC4)nccn23)n1)c1ccccc1,IC50,'<',5,nM,,,246097,UO_0000065,,,,,0,CHEMBL5729885,Kinase Assay: FLT3 kinase assay was obtained from Claiper Life Sciences (Catalog #200-0423). The assay was carried out with human recombinant FLT3 (0.287 nM),,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1980297,ILORASERTIB,2,488.55,1,5.18,BDBM50381716,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,IC50,'=',1.13,nM,8.95,,249767,UO_0000065,18.31,0.35,3.77,7.58,0,CHEMBL5729894,Homogenous Time-Resolved Fluorescence Assay (HTRF): To determine the activity of the various kinases,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4297190,SURUFATINIB,3,480.59,0,3.78,HMPL-012,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,IC50,'=',67,nM,7.17,,,UO_0000065,14.93,0.29,3.39,6.39,0,CHEMBL5620453,Inhibition of wild type FLT3 (unknown origin) phosphorylation in human RS4-11 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,RS4-11,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5620341,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,67
CHEMBL3545311,BRIGATINIB,4,584.11,2,5.09,AP26113,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,IC50,'=',2.1,nM,8.68,,,UO_0000065,14.86,0.3,3.59,10.11,1,CHEMBL5705016,Inhibition of human FLT3 using EAIYAAPFAKKK as substrate in presence of [gamma33P]-ATP by HotSpot assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: EFO:0003060 | EFO_TERM: non-small cell lung carcinoma,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5696443,72,Chemical Probe data from Scientific Literature,Clin Cancer Res,2016,None,,INHIBITOR,,2.1
CHEMBL3933442,,None,452.99,0,4.18,716,COc1cccc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,IC50,'=',4365.16,nM,5.36,,,UO_0000065,12.87,0.24,1.18,7.87,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5.36
CHEMBL3914473,,None,527.72,2,5.5,721,CCN(CC)Cc1cc(OC)cc(N(CCCN2CCCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5
CHEMBL3975193,,None,477.53,0,4.03,731,COc1cc(OC)cc(N(CC#Cc2ncccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',5754.4,nM,5.24,,,UO_0000065,10.97,0.2,1.21,5.75,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5.24
CHEMBL3980252,,None,550.06,1,3.39,525,COc1cc(OC)cc(N(C[C@H](O)CN2CC[C@H](C#N)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5
CHEMBL3932022,,None,476.58,0,3.68,770,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4CO)nc3c2)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5
CHEMBL3950496,,None,551.7,2,5.68,658,COc1cc(OC)cc(N(CCN(Cc2ccc(N)cc2)C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5
CHEMBL3936673,,None,505.58,1,4.59,787,CCc1ccnc(C#CCN(c2cc(OC)cc(OC)c2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)n1,IC50,'=',7585.78,nM,5.12,,,UO_0000065,10.13,0.18,0.53,5.62,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5.12
CHEMBL3954298,,None,476.54,0,2.78,313,CNC(=O)Cn1cc(-c2cnc3ccc(N(CCCO)c4cc(OC)cc(OC)c4)cc3n2)cn1,IC50,'>=',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5
CHEMBL5639412,,None,405.46,0,1.63,16a,NCCNC(=O)c1ccc2[nH]nc(-c3nc4ccc(N5CCOCC5)cc4[nH]3)c2c1,IC50,'=',1.39,nM,8.86,,,UO_0000065,21.84,0.4,7.23,7.09,0,CHEMBL5637743,Inhibition of recombinant wild type FLT3 kinase domain (unknown origin) using peptide substrate incubated for for 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5634146,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 0.5 hr,INHIBITOR,,1.39
CHEMBL3115681,NARAZACICLIB,2,429.53,0,3.27,7x,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,IC50,'=',12.22,nM,7.91,,,UO_0000065,18.42,0.34,4.64,8.78,0,CHEMBL3117357,Inhibition of FLT3 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3112420,1,Scientific Literature,J Med Chem,2014,None,,,,12.22
CHEMBL3414623,,None,574.77,2,5.53,Chemical Probe: LLY-507,Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL5675120,Inhibition of human FLT3 R834Q mutant by discoverX kinome scan assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: MONDO:0004992 | EFO_TERM: cancer,P36888,R834Q,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5674866,72,Chemical Probe data from Scientific Literature,J Biol Chem,2015,None,,,,20
CHEMBL271600,,None,378.82,1,5.37,32,Nc1noc2cccc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,IC50,'=',6,nM,8.22,,,UO_0000065,21.7,0.42,2.85,8.82,0,CHEMBL949291,Inhibition of FLT3 by HTRF assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL1142358,1,Scientific Literature,J Med Chem,2008,None,,,,6
CHEMBL270070,,None,268.28,0,2.57,9,NC(=O)Nc1ccc(-c2cccc3onc(N)c23)cc1,IC50,'=',619,nM,6.21,,,UO_0000065,23.14,0.42,3.64,5.79,0,CHEMBL949291,Inhibition of FLT3 by HTRF assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL1142358,1,Scientific Literature,J Med Chem,2008,None,,,,619
