Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,,,,,,,,,,,,,,,,,,,
CHEMBL3893997,,None,458.44,0,4.17,BDBM213442,Cc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2N2CC[C@H](O)C2)cn1,IC50,'<',3,nM,,,375267,UO_0000065,,,,,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1947204,ALLITINIB,2,448.89,1,5.87,Chemical Probe: AST1306,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5664541,Inhibition of c-Abl (unknown origin) using poly(Glu-Tyr) at 4:1 ratio as substrate in presence of ATP incubated for 60 mins by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: MONDO:0004992 | EFO_TERM: cancer,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5661981,72,Chemical Probe data from Scientific Literature,PLoS One,2011,None,TIME = 1.0 hr,,,10000,,,,,,,,,,,,,,,,,,,
CHEMBL255863,NILOTINIB,4,529.53,2,6.36,Chemical probe: AMN107,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,IC50,'=',59,nM,7.23,,,UO_0000065,13.65,0.25,0.87,7.41,0,CHEMBL5716090,Inhibition of GST tagged Abl E255K mutant (unknown origin) assessed as inhibition of phosphorylation using biotin-EAIYAAPFAKKK-amide as substrate preincubated for 5 mins followed by [gamma-32P]ATP addition,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: EFO:0000339 | EFO_TERM: chronic myelogenous leukemia,P00519,E255K,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5715937,72,Chemical Probe data from Scientific Literature,Cancer Res,2005,None,TIME = 0.08333 hr,INHIBITOR,,59,,,,,,,,,,,,,,,,,,,
CHEMBL941,IMATINIB,4,493.62,0,4.59,STI571,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,'=',825,nM,6.08,,,UO_0000065,12.32,0.22,1.49,7.05,0,CHEMBL5716098,Inhibition of GST tagged Abl L387M mutant (unknown origin) assessed as inhibition of phosphorylation using biotin-EAIYAAPFAKKK-amide as substrate preincubated for 5 mins followed by [gamma-32P]ATP addition,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: EFO:0000339 | EFO_TERM: chronic myelogenous leukemia,P00519,L387M,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5715937,72,Chemical Probe data from Scientific Literature,Cancer Res,2005,None,TIME = 0.08333 hr,INHIBITOR,,825,,,,,,,,,,,,,,,,,,,
CHEMBL941,IMATINIB,4,493.62,0,4.59,Imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,'=',350,nM,6.46,,,UO_0000065,13.08,0.24,1.87,7.48,0,CHEMBL5681149,Inhibition of human N-terminal his tagged native ABL1 (229 to 499 residues) expressed in Sf9 cells using ABLtide as substrate preincubated for 2 hrs followed by 5 mM ATP addition and measured every 2 mins for 2.5 hrs by spectrophotometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,EFO_ID: MONDO:0004992 | EFO_TERM: cancer,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5678804,72,Chemical Probe data from Scientific Literature,Cancer Cell,2011,None,TIME = 4.5 hr,INHIBITOR,,350,,,,,,,,,,,,,,,,,,,
CHEMBL1421,DASATINIB ANHYDROUS,4,488.02,0,3.31,Dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,IC50,'=',1,nM,9,,,UO_0000065,18.44,0.37,5.69,8.45,0,CHEMBL5681149,Inhibition of human N-terminal his tagged native ABL1 (229 to 499 residues) expressed in Sf9 cells using ABLtide as substrate preincubated for 2 hrs followed by 5 mM ATP addition and measured every 2 mins for 2.5 hrs by spectrophotometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,EFO_ID: MONDO:0004992 | EFO_TERM: cancer,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5678804,72,Chemical Probe data from Scientific Literature,Cancer Cell,2011,None,TIME = 4.5 hr,INHIBITOR,,1,,,,,,,,,,,,,,,,,,,
CHEMBL301845,,None,525.58,1,2.92,11,CC[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,IC50,'=',15000,nM,4.82,,,UO_0000065,9.18,0.18,1.9,3.32,0,CHEMBL806527,Radioligand displacement assay for the binding of [125I]Glu-Pro-Gln-pTyr-Glu-Glu-Ile-Pro-Ile-Tyr-Leu to ABL SH2 domain,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130490,1,Scientific Literature,Bioorg Med Chem Lett,1997,None,,,,15,,,,,,,,,,,,,,,,,,,
CHEMBL5792859,,None,469.88,1,5.42,BDBM477750,CC1(n2cnc3cc(C(=O)Nc4ccc(OC(F)(F)Cl)cc4)cc(-c4cncnc4)c32)CC1,IC50,'=',0.52,nM,9.28,,993367,UO_0000065,19.76,0.38,3.86,11.33,0,CHEMBL5736310,Biochemical Kinase Assay: ABL1 WT protein (64-515aa) containing an N-terminal His tag was produced by co-expression with YopH in Sf9 insect cells. Cells were harvested by centrifugation and resuspended in 50 mM Tris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL941,IMATINIB,4,493.62,0,4.59,STI571,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,'=',2800,nM,5.55,,,UO_0000065,11.25,0.2,0.96,6.44,0,CHEMBL5716125,Inhibition of GST tagged Abl E255K mutant (unknown origin) assessed as inhibition of phosphorylation preincubated for 5 mins followed by [gamma-32P]ATP addition,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: EFO:0000339 | EFO_TERM: chronic myelogenous leukemia,P00519,E255K,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5715937,72,Chemical Probe data from Scientific Literature,Cancer Res,2005,None,TIME = 0.08333 hr,INHIBITOR,,2800,,,,,,,,,,,,,,,,,,,
CHEMBL941,IMATINIB,4,493.62,0,4.59,STI571,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL5716126,Inhibition of GST tagged Abl E255V mutant (unknown origin) assessed as inhibition of phosphorylation preincubated for 5 mins followed by [gamma-32P]ATP addition,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: EFO:0000339 | EFO_TERM: chronic myelogenous leukemia,P00519,E255V,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5715937,72,Chemical Probe data from Scientific Literature,Cancer Res,2005,None,TIME = 0.08333 hr,,,5000,,,,,,,,,,,,,,,,,,,
CHEMBL1421,DASATINIB ANHYDROUS,4,488.02,0,3.31,Chemical probe: BMS-354825,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5716128,Inhibition of GST tagged Abl T315l mutant (unknown origin) assessed as inhibition of phosphorylation preincubated for 5 mins followed by [gamma-32P]ATP addition,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: EFO:0000339 | EFO_TERM: chronic myelogenous leukemia,P00519,T315I,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5715937,72,Chemical Probe data from Scientific Literature,Cancer Res,2005,None,TIME = 0.08333 hr,,,1000,,,,,,,,,,,,,,,,,,,
CHEMBL1421,DASATINIB ANHYDROUS,4,488.02,0,3.31,Chemical probe: BMS-354825,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,IC50,'=',3.7,nM,8.43,,,UO_0000065,17.28,0.35,5.12,7.92,0,CHEMBL5716133,Inhibition of GST tagged Abl L387M mutant (unknown origin) assessed as inhibition of phosphorylation preincubated for 5 mins followed by [gamma-32P]ATP addition,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: EFO:0000339 | EFO_TERM: chronic myelogenous leukemia,P00519,L387M,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5715937,72,Chemical Probe data from Scientific Literature,Cancer Res,2005,None,TIME = 0.08333 hr,INHIBITOR,,3.7,,,,,,,,,,,,,,,,,,,
CHEMBL5218558,,None,528.54,2,6.96,9b,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4cc(-c5cccnc5)ccn4)c3)cc(C(F)(F)F)c2)cn1,IC50,'=',99.6,nM,7,,,UO_0000065,13.25,0.25,0.04,8.26,0,CHEMBL5217920,Inhibition of full-length N-terminal His-tagged human c-Abl kinase (2 to 1130 residues) expressed in baculovirus expression system using Tk-substrate preincubated for 5 to 10 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5214991,1,Scientific Literature,Bioorg Med Chem,2022,None,Time_Lower = 5.0 min | Time_Upper = 10.0 min,INHIBITOR,,99.6,,,,,,,,,,,,,,,,,,,
CHEMBL5218689,,None,528.54,2,6.96,9l,Cc1ccc(C(=O)Nc2ccc(-n3cncc3C)c(C(F)(F)F)c2)cc1Nc1cc(-c2cccnc2)ccn1,IC50,,,,,,ND,,,,,,0,CHEMBL5217920,Inhibition of full-length N-terminal His-tagged human c-Abl kinase (2 to 1130 residues) expressed in baculovirus expression system using Tk-substrate preincubated for 5 to 10 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5214991,1,Scientific Literature,Bioorg Med Chem,2022,None,Time_Lower = 5.0 min | Time_Upper = 10.0 min,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1813625,,None,338.42,0,1.26,31,CN1CCN(c2ccc(-c3cc4c(c(N)nn4C)c(=O)[nH]3)cc2)CC1,IC50,'=',7800,nM,5.11,,,UO_0000065,15.09,0.28,3.85,6.14,0,CHEMBL1815745,Inhibition of ABL by microfluidic mobility shift assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1811853,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,7.8,,,,,,,,,,,,,,,,,,,
CHEMBL4589373,,None,613.67,2,5.64,10; KST016366,CCN1CCN(Cc2ccc(NC(=O)Nc3nc4ccc(Oc5ccnc(C(=O)NC)c5)cc4s3)cc2C(F)(F)F)CC1,IC50,'=',52.7,nM,7.28,,,UO_0000065,11.86,0.23,1.64,6.51,0,CHEMBL5231413,Inhibition of ABL-1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5230113,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR,,52.7,,,,,,,,,,,,,,,,,,,
CHEMBL4519289,,None,532.57,1,4.46,2,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ncc2cccnn12,IC50,'=',15,nM,7.82,,,UO_0000065,14.69,0.27,3.36,11.9,0,CHEMBL4383510,Inhibition of active wild type His-tagged ABL (229 to 500 residues) (unknown origin) expressed in baculovirus infected sf9 cells using ABLtide as substrate after 1 hr by ADP-Glo assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL4382204,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308860,,,,0.015,,,,,,,,,,,,,,,,,,,
CHEMBL4558162,,None,432.48,0,4.72,2b,Cc1ccc2c(c1)nc(CCN1C(=O)c3cccc4cccc(c34)C1=O)n2-c1ccncc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4355242,Inhibition of recombinant full-length human His-tagged ABL1 expressed in baculovirus expression system using Tyr2 peptide as substrate after 2 hrs by FRET-based Z-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL4354796,1,Scientific Literature,J Med Chem,2019,None,,,,10,,,,,,,,,,,,,,,,,,,
CHEMBL5432284,,None,314.42,0,3.03,24,Cc1cc(Nc2ncc(C)c(N3CC(CCC#N)C3)n2)sn1,IC50,'=',568,nM,6.25,,,UO_0000065,19.86,0.39,3.22,8.04,0,CHEMBL5334100,Inhibition of ABL1 (unknown origin) incubated for 45 to 120 mins in presence of ATP by Kinase-Glo luminescent assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5331110,1,Scientific Literature,J Med Chem,2023,None,TIME_Lower = 45.0 min | TIME_Upper = 120.0 min,INHIBITOR,,568,,,,,,,,,,,,,,,,,,,
CHEMBL5219468,,None,528.54,2,6.87,9a,Cc1ccc(C(=O)Nc2cc(-c3cnn(C)c3)cc(C(F)(F)F)c2)cc1Nc1cc(-c2cccnc2)ccn1,IC50,'=',50.3,nM,7.3,,,UO_0000065,13.81,0.26,0.43,8.61,0,CHEMBL5217920,Inhibition of full-length N-terminal His-tagged human c-Abl kinase (2 to 1130 residues) expressed in baculovirus expression system using Tk-substrate preincubated for 5 to 10 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5214991,1,Scientific Literature,Bioorg Med Chem,2022,None,Time_Lower = 5.0 min | Time_Upper = 10.0 min,INHIBITOR,,50.3,,,,,,,,,,,,,,,,,,,
CHEMBL5401952,,None,499.5,1,5.94,B3,Cc1ccc(C#Cc2cc(-c3cnn(C)c3)cc(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5330825,Inhibition of wild-type N-terminal His-tagged c-Abl (2 to 1130 residues) (unknown origin) expressed in Sf21 insect cells using Tk-substrate preincubated for 5 mins followed by substrate addition and measured after 40 mins in the presence of ATP by HTRF based FRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5329216,1,Scientific Literature,Bioorg Med Chem,2023,None,TIME = 0.75 hr,,,1000,,,,,,,,,,,,,,,,,,,
CHEMBL3957513,,None,463.42,0,2.65,BDBM222514,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(OCCNCCO)c(-c2cncnc2)c1,IC50,'=',4.2,nM,8.38,,389284,UO_0000065,18.08,0.35,5.73,7.07,0,CHEMBL3888308,Radiometric Filter-Binding Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3921051,,None,460.41,0,4.25,BDBM222517,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(OC2CCOCC2)c(-c2cncnc2)c1,IC50,'=',8.9,nM,8.05,,389287,UO_0000065,17.49,0.33,3.8,8.43,0,CHEMBL3888308,Radiometric Filter-Binding Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3981919,,None,427.39,0,4.49,BDBM222511,CC(C)(C#N)c1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1cncnc1,IC50,'=',30,nM,7.52,,389312,UO_0000065,17.6,0.33,3.03,7.46,0,CHEMBL3888309,Caliper Assay: All assays were performed in 384-well microtiter plates. Each assay plate contained 8-point serial dilutions for 40 test compounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3969764,,None,392.34,0,3.09,BDBM222528,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cnn(CCO)c2)c1,IC50,'=',200,nM,6.7,,389323,UO_0000065,17.07,0.33,3.61,7.5,0,CHEMBL3888309,Caliper Assay: All assays were performed in 384-well microtiter plates. Each assay plate contained 8-point serial dilutions for 40 test compounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3237856,,None,405.48,0,1.11,6j,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)NC(CO)C(C)C)cc3)nc12,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3239579,Inhibition of recombinant Abl kinase (unknown origin) expressed in Sf9 cells using GGEAIYAAPFKK as substrate in presence of [gamma33P]ATP,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL3232722,1,Scientific Literature,Eur J Med Chem,2014,CHEMBL3308860,,,,50,,,,,,,,,,,,,,,,,,,
CHEMBL121796,,None,350.81,0,4.31,19,Clc1cccc(Nc2[nH]cnc3nnc(NCc4ccccc4)c2-3)c1,IC50,'=',6600,nM,5.18,,,UO_0000065,14.77,0.28,0.87,6.6,0,CHEMBL847373,Inhibitory activity against v-Abl tyrosine kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130217,1,Scientific Literature,J Med Chem,1997,None,,,,6.6,,,,,,,,,,,,,,,,,,,
CHEMBL544074,,None,371.91,0,4.49,4,C=C(CN1CCCCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL847372,In vitro inhibition of the v-abl tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,BAO_0000249,cell membrane format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128740,1,Scientific Literature,J Med Chem,1995,None,,,,100,,,,,,,,,,,,,,,,,,,
CHEMBL3899632,,None,433.39,0,3.46,BDBM230764,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCOCC2)c(-c2ccn[nH]2)c1,IC50,'=',5,nM,8.3,,402777,UO_0000065,19.15,0.37,4.84,8.99,0,CHEMBL3888453,Radiometric Filter-Binding Assay: The assay was performed by mixing 10 μL of the compound pre-diluted with 10 μL of ATP (20 μM ATP with 0.1 μCi [γ-33P]-ATP) with the phospho-acceptor peptide poly[Ala6Glu2LysHBr5Tyr1]=polyAEKY) in 20 mM Tris/HCl pH 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4110370,,None,463.87,0,3.85,BDBM230833,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC[C@@H](O)C2)c(-c2ccn[nH]2)c1,IC50,'=',3,nM,8.52,,402835,UO_0000065,18.37,0.36,4.67,8.25,0,CHEMBL3888453,Radiometric Filter-Binding Assay: The assay was performed by mixing 10 μL of the compound pre-diluted with 10 μL of ATP (20 μM ATP with 0.1 μCi [γ-33P]-ATP) with the phospho-acceptor peptide poly[Ala6Glu2LysHBr5Tyr1]=polyAEKY) in 20 mM Tris/HCl pH 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3949052,,None,507.9,1,4.16,BDBM213704,Cc1ccc(F)cc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cnc1N1C[C@H](O)[C@@H](O)C1,IC50,'=',1,nM,9,,375725,UO_0000065,17.72,0.35,4.84,9.48,0,CHEMBL3888133,Caliper ABL : The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 uL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3903802,,None,453.81,0,3.21,BDBM230834,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC(O)C2)c(-c2[nH]ncc2F)c1,IC50,'=',1,nM,9,,402836,UO_0000065,19.83,0.4,5.79,8.71,0,CHEMBL3888453,Radiometric Filter-Binding Assay: The assay was performed by mixing 10 μL of the compound pre-diluted with 10 μL of ATP (20 μM ATP with 0.1 μCi [γ-33P]-ATP) with the phospho-acceptor peptide poly[Ala6Glu2LysHBr5Tyr1]=polyAEKY) in 20 mM Tris/HCl pH 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4869280,,None,309.39,0,4.02,BDBM445953,Cc1ccncc1-c1ccc2nc(NC(=O)C3CC3)sc2c1,IC50,'=',9,nM,8.05,,912718,UO_0000065,26.01,0.5,4.03,14.66,0,CHEMBL5735279,c-abl Kinase Assay: ADP-Glo assay kit was purchased from Promega. Magnesium chloride (MgCl2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4862702,,None,345.37,0,4.1,BDBM445956,Cc1c(F)cncc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1,IC50,'=',2.7,nM,8.57,,912720,UO_0000065,24.81,0.49,4.47,15.61,0,CHEMBL5735279,c-abl Kinase Assay: ADP-Glo assay kit was purchased from Promega. Magnesium chloride (MgCl2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3823556,,None,524.67,1,3.7,BDBM387846,COc1cc(-c2nn(CCN3CCC(CN(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,IC50,'=',550,nM,6.26,,774719,UO_0000065,11.93,0.22,2.56,5.06,0,CHEMBL5733736,Kinase Screening Assay: Compound IC50 values were determined from 10-point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3823104,,None,550.71,1,4.38,BDBM50184777,COc1cc(-c2nn(CCN3CCC(N4CCCCC4)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,IC50,'=',550,nM,6.26,,774722,UO_0000065,11.37,0.21,1.88,5.06,0,CHEMBL5733736,Kinase Screening Assay: Compound IC50 values were determined from 10-point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3949052,,None,507.9,1,4.16,BDBM213704,Cc1ccc(F)cc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cnc1N1C[C@H](O)[C@@H](O)C1,IC50,'=',1,nM,9,,375725,UO_0000065,17.72,0.35,4.84,9.48,0,CHEMBL5730172,Caliper ABL : The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 uL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5221049,,None,546.6,2,6.22,9g,Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1cc(-c2cccnc2)ccn1,IC50,'=',242.6,nM,6.62,,,UO_0000065,12.1,0.23,0.4,9.01,0,CHEMBL5217920,Inhibition of full-length N-terminal His-tagged human c-Abl kinase (2 to 1130 residues) expressed in baculovirus expression system using Tk-substrate preincubated for 5 to 10 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5214991,1,Scientific Literature,Bioorg Med Chem,2022,None,Time_Lower = 5.0 min | Time_Upper = 10.0 min,INHIBITOR,,242.6,,,,,,,,,,,,,,,,,,,
CHEMBL5218915,,None,560.62,2,6.21,9n,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1cc(-c2cccnc2)ccn1,IC50,'=',7.1,nM,8.15,,,UO_0000065,14.54,0.27,1.94,11.1,0,CHEMBL5217920,Inhibition of full-length N-terminal His-tagged human c-Abl kinase (2 to 1130 residues) expressed in baculovirus expression system using Tk-substrate preincubated for 5 to 10 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5214991,1,Scientific Literature,Bioorg Med Chem,2022,None,Time_Lower = 5.0 min | Time_Upper = 10.0 min,INHIBITOR,,7.1,,,,,,,,,,,,,,,,,,,
CHEMBL5218470,,None,590.65,2,6.22,12n,COc1ccc(-c2ccnc(Nc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)c2)cn1,IC50,'=',220.7,nM,6.66,,,UO_0000065,11.27,0.21,0.44,8.06,0,CHEMBL5217920,Inhibition of full-length N-terminal His-tagged human c-Abl kinase (2 to 1130 residues) expressed in baculovirus expression system using Tk-substrate preincubated for 5 to 10 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5214991,1,Scientific Literature,Bioorg Med Chem,2022,None,Time_Lower = 5.0 min | Time_Upper = 10.0 min,INHIBITOR,,220.7,,,,,,,,,,,,,,,,,,,
